(A10,B12)	0.5
(A10,D76)	0.5
(A12,A10)	0.08333333333333333
(A12,B12)	0.25
(A12,B76)	0.08333333333333333
(A12,C31)	0.16666666666666666
(A12,D76)	0.4166666666666667
(B12,A10)	0.06666666666666667
(B12,A12)	0.26666666666666666
(B12,B76)	0.06666666666666667
(B12,C31)	0.2
(B12,D76)	0.4
(B76,A10)	0.16666666666666666
(B76,B12)	0.3333333333333333
(B76,C31)	0.16666666666666666
(B76,D76)	0.3333333333333333
(C31,A10)	0.058823529411764705
(C31,A12)	0.23529411764705882
(C31,B12)	0.23529411764705882
(C31,B76)	0.058823529411764705
(C31,D76)	0.4117647058823529
(D76,A10)	0.08333333333333333
(D76,A12)	0.3333333333333333
(D76,B12)	0.3333333333333333
(D76,B76)	0.08333333333333333
(D76,C31)	0.16666666666666666
